Name,Category,Latitude,Longitude
Muhiyudheen Juma Masijid,Mosque,10.0906223,76.2079697
Nettoor Jum?í Masjid,Mosque,9.9222903,76.3114121
Njalakam Juma Masjid,Mosque,10.0451022,76.3172105
Salafi Juma Masjid,Mosque,10.0516249,76.3814179
Thottakattupady Mosque,Mosque,9.9968949,76.2881268
Juma Masjid,Mosque,10.023018,76.3404103
Karukappilly Juma Masjid,Mosque,10.0047544,76.2949542
Kodikuthmala Juma Masjid,Mosque,10.0805295,76.3643103
Thottathumpadi Juma Masjid,Mosque,9.9928692,76.2897894
Adampilly Kavu,Temple,9.9987826,76.2935216
Ambalathukavu Bhagavathi Temple,Temple,9.9658101,76.3742073
Amman Kovil,Temple,9.9554407,76.2526246
Ayyappa Temple,Temple,9.9993909,76.3453931
Balakrishna Swamy Temple,Temple,10.1106716,76.2019307
Bhadra Devi Temple,Temple,10.0172664,76.3019938
Bhattathiri Mana Sastha Temple,Temple,9.9654754,76.358353
Capuchin Ashramam,Temple,9.9775766,76.3144021
Chakkulathukavu Temple,Temple,10.1416048,76.2389
Chenankulangara Krishna Temple,Temple,10.0249462,76.2996697
Cherai Ambalam,Temple,10.1326564,76.1956272
Edappally Ganapathi Temple,Temple,10.0200104,76.3020766
Ettumanur Temples,Temple,9.9107753,76.3172391
Ganapathi Temple,Temple,10.0240739,76.2984585
Hanuman Temple,Temple,9.9588804,76.2537998
Hariharasutha Temple,Temple,10.0018458,76.3061101
Kalathil Temple,Temple,9.897587,76.3096428
Krishna Temple,Temple,9.9455769,76.3317145
Maddathil Parambil Temple,Temple,9.8902202,76.3112065
Mahadeva Temple,Temple,10.1166797,76.3545751
Manamel Sree Kaleeswari Temple,Temple,9.9577119,76.316027
Manja Bhagavathy Temple,Temple,9.9593842,76.2494487
Munikkal Guhalayam Temple,Temple,10.1544751,76.3381524
Murugan Temple,Temple,9.9773132,76.2883755
Paavakulam Mahadeva Temple,Temple,9.9964034,76.2917488
Pallithrikkovil Devi Temple,Temple,9.9788859,76.3141553
Pandit Temple,Temple,9.9590146,76.2536335
Perandoor Bhagvathi Temple,Temple,10.0188619,76.2845803
Perunninakulam Shiva Temple,Temple,9.9557221,76.3597131
Ponneth Bhagavathy Temple,Temple,9.9632764,76.306526
Poornathrayeesan Temple,Temple,9.945011,76.3420067
Pulickal Bhagavathi Temple,Temple,9.9576581,76.3687337
Puthukalavattam temple,Temple,10.0190167,76.2914979
Shastha Temple,Temple,9.9948235,76.2873332
Shiva Temple,Temple,9.9002028,76.308248
"Sree Durga Devi Temple , Edanad , Chowara",Temple,10.1395972,76.3968339
Sree Krishna Swami Temple,Temple,10.1140451,76.3525856
Sree Krishna Temple,Temple,10.1601701,76.3783266
Sree Mahalasi Narayanee Temple,Temple,9.9570338,76.2493105
Sree Mylath Mahadeva Temple,Temple,10.020863,76.3098602
Sree Sastha temple,Temple,9.9565521,76.2492596
Sree seva samithi,Temple,9.9570138,76.2494932
Sree Venkatachapathi Temple,Temple,10.1450442,76.2255974
Sree Vitobha Temple,Temple,9.9560191,76.2552787
SreeDurga Devi temple,Temple,9.9823061,76.2811175
SreeNaratyaneswaram Kshethram,Temple,9.9728075,76.3170782
Sri KhandaKarnan Temple,Temple,10.1267731,76.2436535
Sri Khandarjuna Temple,Temple,10.126527,76.2438397
Sridi Sai Temple,Temple,9.9590645,76.2533547
Subrahmanian Temple,Temple,9.8954362,76.3097635
Subramanya Temple,Temple,9.9689348,76.2821178
Thandasseril Bhagavathi Temple,Temple,9.8588175,76.380483
Tharayil Bhagavathy Temple,Temple,10.1058297,76.2812945
Thekkemadom Dharma Sastha Temple,Temple,9.9575934,76.2570544
Thirunettoor Mahadeva Temple,Temple,9.9281047,76.3105281
Thrikkannapuram Parthasathi Temple,Temple,10.0211474,76.30083
Vadakke Pattupurakkal Temple,Temple,9.929605,76.3119648
Vytilla Shiva Temple,Temple,9.9665999,76.318784
