Stop Name,Latitude,Longitude
Manjummal Pally,10.05999508,76.30190929
Ambattukavu,10.08083382,76.33931519
Thrichattukulam North Or North Stop,9.841595849,76.33112641
Yordhanapuram,10.19423339,76.43148337
Pallithazham,9.999182028,76.56066431
Millennium,9.697698131,76.28998925
Maalikathara,9.774063912,76.2972353
Irumpanam Or Puthiya Road,9.956283274,76.3584921
Fort Kochi Bus Stand,9.968086947,76.24442559
Santhome School Or Madam,10.21652555,76.407951
Adichily Kunjambalam,10.28820174,76.41018906
St Marys School,10.04890067,76.40842432
Puthiya Panchayath,9.858826553,76.40122546
Kottuvally Pally Or Sebastians Church,10.10375168,76.24940075
Petrol Pump,9.860988821,76.30620033
Thykattusery Or Somanadham,9.788353947,76.35917796
Mini Civil Station Or Bhajanamadom,10.11777732,76.47954374
Ezhupunna Junction,9.821079249,76.29874375
Convent Junction,9.937568505,76.26251844
Kottankulam,10.3067709,76.15115664
Vengoor Junction,10.14045047,76.53696774
Latha Stand,9.979756837,76.58413045
Thirumarady Junction,9.88893548,76.55404634
Palli,10.01529155,76.25824563
Asramam Junction Or Kalady Town,10.16754263,76.44033824
Marunnukada Bus Stop,9.922917614,76.27289186
Thattekkad Jetty,10.12670714,76.68513397
Link Road Stop,9.758067319,76.39975806
Undicompany Bus Stop,10.09405474,76.35979853
Diary Stop,10.245884,76.41596193
Vadakkampilly Kavala,10.19118519,76.52586831
Vettikulam,9.889151008,76.40973773
Asaram school bus stop,10.11415016,76.48963568
Shapumpadi,10.01847303,76.49595935
Kottuvally Or Sree Narayana Temple,10.09430877,76.2537707
Naval Base Bus Stop,9.944148178,76.2835343
Kappattikkavu,9.981027641,76.33250518
Vengola,10.08342047,76.46594516
Kaduvamuzhi,9.692223459,76.77424913
Canal Palam,10.12089859,76.52594757
Chengal Palam,10.14941111,76.42581892
Thattekaad Bird Sanctuary,10.12993986,76.68669848
Thottoor Ashupathry Pady,9.849058361,76.45456259
Kizhakke Kotta,9.944415526,76.35045364
karigachira,9.952136062,76.35748498
Planchodu,9.802049176,76.4803794
Ambalappady,10.14027976,76.46880756
Thevara Ferry,9.925994642,76.30427755
Mararikulam Palli,9.598086883,76.30325359
DD Tower or Bismi,9.989561416,76.29475873
Airport Bus Stop,9.936713978,76.27571763
Pattimattom,10.02532745,76.44968929
Kunnumpuram,10.11330795,76.38779989
Kayattom Junction,10.05068425,76.39428452
Millumpady,10.10616517,76.45842698
Punoor Ambala Padi,10.07641423,76.47653918
Changala Bridge,9.842265791,76.47535064
Pump Junction,10.10770235,76.3592084
St Francis Church,9.986043409,76.29595121
Edappally Toll,10.02871026,76.31060345
Sijo Stop,10.26544128,76.40685577
Keezhambara Deepthi,9.702878786,76.73685697
Electricity Junction,9.797568517,76.35414953
Mukkannan,9.722791408,76.3280703
Veettoor,10.01535821,76.52729398
Mooppan Kavala,10.20378565,76.41876063
Kottakavala,9.924564389,76.79725711
Pulikkamalikkavala,9.913819013,76.41373292
Gandhi Square Or Durbar Hall Bus Stop,9.967435472,76.28091394
Puthanangadi Temple Stop,9.883156988,76.30225095
Srv Station Pady,10.00535885,76.48658423
Shappumpady,10.1380895,76.40992341
East Chembarakki Or Jamia Junction,10.08941119,76.4335917
Jarappadi,10.14865699,76.24846784
Palli Stop,9.89476283,76.33783578
Aroor School,9.867952309,76.30734771
Mailickal Palam,9.779911488,76.6848333
Pauls Hospital,9.988339589,76.29546405
Keetholi Bus Stop Or Eethoni,10.20881491,76.20406124
Kochukadavantra,9.946634628,76.30353981
Thottakkattukara Bus Stop,10.11380953,76.34651063
Maavinchuvadu Or Akshara Nagar,10.06924127,76.49071614
Panchayath Kullam,9.909367018,76.30590014
Allapara,9.730457843,76.66765123
Painkilikkavala,10.20208306,76.53595871
Millupady,10.13875259,76.42954437
Mariyapuram Kappela,10.21769922,76.44380256
Pattanam Junction,10.15647532,76.21342385
Nirmala College 2,10.30632252,76.3900143
Alunkkal,9.686929751,76.30948859
Chenthuruthy,10.22623179,76.24704797
,9.861571922,76.48962928
Thiruvankulam Panchayath,9.945926979,76.36841438
Millumpady,10.14444052,76.42143963
Millum Padi,9.977186084,76.59013642
Manjapra Or Pullathan Kavla,10.21248191,76.45349093
St Marys Church,9.920999405,76.41793929
Kolanippadi Bus Stop,9.932753147,76.37927716
Koorampadam,10.04865991,76.2730646
Airport Junction Nagar Or Arikkal,10.18705207,76.39579463
Vettingakkavu,10.13094942,76.446362
Madurima,10.18589795,76.50148114
Mla Pady,10.12466758,76.22392246
Kuzhupilly Road,10.03260261,76.5092362
Pala Town,9.71429401,76.68356382
Sundari Kavala,10.22497628,76.39198285
Medical College Stop,9.982470662,76.4731219
Ottapunna,9.698096563,76.31819979
Thattekkad Jetty,10.12672067,76.68512257
Chakkukulam,9.871015233,76.38012619
Divine Nagar,10.0288125,76.27526756
Vayanashala,9.998358773,76.24687847
Kummanod,10.03893706,76.45016371
Medhy Paara,9.94736718,76.49761379
Vaarathodu Paalam,10.17814738,76.21481148
Post Office,10.07147205,76.27215098
Kannan Kulangara,9.938697322,76.35152108
Kacheripady Or Ernakulam Kacheripady,9.986477081,76.28318869
Ceylon Kavala,9.783765518,76.46246279
Pulinchodu Bus Stop,10.10012362,76.34773901
Chengal Ambalanada,10.15692888,76.42867913
Bazar,9.828817304,76.27179334
Maavinchuvadu,10.03386538,76.40684342
Kappela Or Ponnal,10.25913118,76.52861305
Panjamkavala,10.1882174,76.21298972
Nagapady Junction,9.922115882,76.39868166
Kurichilakkode Canal,10.17765458,76.50807448
Kaanjiramattam Millungal Junction,9.853680646,76.40193377
Chavittuvari,9.611254678,76.53340748
Kinar Mukku,9.730759743,76.28646562
Perummuzhi,9.975886183,76.51083569
Amritha Hospital OR Poisha Company Stop,10.03488367,76.29556511
Boys Town,9.726992384,76.67172251
Kuriappilly South Bus Stop,10.1808822,76.20527389
Beach Road Bus Stop,9.939499927,76.24486672
Puthenpilly,10.08179678,76.26978671
Mattummel Junction,9.943206618,76.29462235
Mambra Junction,10.23374933,76.34194818
Nochima or Kombara,10.06947484,76.36343501
Varyatt,10.13465918,76.41663467
Kongorpilly,10.10066036,76.27748959
Chengada Adivaram,9.708894942,76.35753066
Mekkappala Junction,10.14151762,76.57296307
Moorkkattilpadi,9.824550187,76.49339718
Thirunilam,10.04147288,76.5375814
Nambyakulam,9.708780412,76.53602654
Pulinchodu,10.06939504,76.43829916
Marottikavu,10.07461265,76.52396014
Chempumukku Bus Stop,10.01121302,76.32170247
Nellad,10.01529213,76.52447604
East Kadungalloor Bus Stop,10.11502264,76.32991827
Shappumpadi,9.907195078,76.70805735
Malayattoor Kurishumudy Or Adivaram,10.20271613,76.50238821
Kannamali Shap,9.880070324,76.26267663
cross road,9.961077993,76.29557109
Idc School Stop,10.57233195,76.02791327
Convent Bus Stop,10.163049,76.43492876
Thammanimattom Thookupalam Stop,9.947136803,76.48139591
Kothamangalam KSRTC Stand,10.06061854,76.62938183
St Mary'S Church Or St Joseph School,10.07851169,76.27726179
Gandhipuram,10.12229415,76.36672521
St Marys Church,9.920931701,76.41794533
Vadavukod Hospital Junction,9.977228301,76.42666291
Pallipetta,10.18718369,76.47875696
Muncipality Or Perumbavoor,10.11470388,76.47860238
Nirmala College 1,10.30567488,76.39126229
Pisharadippady,9.997691132,76.41169097
Alakkaparambu,9.763297631,76.31768746
Spring Dales School Stop,9.923317133,76.52578307
Ponevazhy Road,10.03256611,76.30324829
Nadukkurishu Bus Stop,9.944091504,76.43251916
Tb junction,10.19545852,76.38839574
Porokkotta Stop,10.11361498,76.41019783
Paravoor Town,10.14917408,76.23395056
Sundari Kavala,10.22495483,76.39197849
Vaakkayil,9.79189338,76.44211543
Kalluiduki,9.811393727,76.56418269
Mukkannan,9.722811394,76.32808354
Arthunkkal Hospital,9.658422936,76.29953965
Post Office,9.810875473,76.39592994
Nehru Park,9.900207591,76.37813893
Check Post,10.19935344,76.51294754
Lourde Hospital,10.00626256,76.27843266
Parambilpeedika Or Keezhilam,10.06634928,76.52580674
Thuravur,9.769140141,76.31828755
Kurisu,10.21557861,76.35989087
Cherukunnam,10.10217911,76.54115208
Marapparambu Stop,10.05818387,76.28468318
Assisi Madam,10.23102735,76.39103435
Cochin Bank Junction,10.08862127,76.36464892
Kumbalanghi Panchayat Bus Stop,9.888027476,76.28594427
Asupatrypady Hospital,10.10140648,76.26592328
Kalunkku,9.821083115,76.43296806
Kakkanad Civil Station Bus Stop,10.01964855,76.34498888
Moonanparambu Junction,10.23670993,76.39969237
Pallippuram,10.17075308,76.17899295
Post Office Or Palam,10.18465119,76.50396773
Erattupetta Pvt Stand,9.68689425,76.78062944
Pipeline Junction,10.00471284,76.31290839
Kavitha,10.02412095,76.49971196
Paappan Pady,10.14021476,76.47981148
Company Padi Or Hpc Stop,9.831681949,76.46941188
Aalinchuvad,9.792108469,76.43751883
Gurudeva,10.16132555,76.1980949
Vallakom,9.766962695,76.41555627
Keezhmad Pally,10.09940289,76.39544258
Pallipadi Or Chengamanad Pally,10.15315829,76.34320938
Adichily Pokkam,10.2879582,76.41210245
Chaapakadavu,9.787168205,76.2784736
Thonniyakavu South,10.13537618,76.23151527
Thaikkal School Or Thaikkal Junction,9.685398268,76.30235347
Pallithod Palam,9.77736043,76.28010107
Ponnamvelli,9.737386607,76.31826181
Pallypady,10.11513897,76.2835777
Manjummel Kavala Or Thykkavu,10.05802662,76.2905252
Shapumpadi,10.04948313,76.50518452
Chirangara,10.05506425,76.4356681
Gowreeswaram,10.13344217,76.19612745
Thykavu,10.07985698,76.35754371
Janatha stop,10.05086974,76.30291713
Hmt Junction,10.05462338,76.32186508
Poosharippadi Bus Stop,10.13713803,76.24111785
Ayyampuzha Church Or Panchayath,10.2531694,76.47673509
Peechingachira,9.98959931,76.40946762
railway stations,9.944996058,76.35391362
Panayikulam Junction,10.10219009,76.30149038
Pattimukku,9.859025491,76.40535518
Vayanashala,10.02672166,76.36936063
Vellarapilly Junction Or Shapumpadi,10.12424717,76.41831657
Attara Pally Stop,10.24652102,76.41282113
Paliyam Kavala,10.17210837,76.23352362
Alingal,10.08455811,76.29566968
Kadappara,10.19878222,76.50402329
avanamkodu ambalam,10.14715646,76.38124844
Soceity Pady,10.22542468,76.38989487
Chithirapuzha,9.959226706,76.36727035
Palace Bus Stop,9.94675717,76.34270441
Manjummal Pally,10.06006012,76.30190996
Kadayiripu,10.00139514,76.45816184
Kaloor Bus Stop Or Kaloor Private Stand,9.994145968,76.29189185
Keezhmad,10.11940209,76.38383178
Anchalpetty Junction,9.903770441,76.51713646
Malippuram Government Hospital,10.01909655,76.22559496
Keezhoor Rajan Kavala,9.807233762,76.48897846
Kuzhikkaranpeedika Or Thabore,10.25604981,76.4268945
Mangattukara,10.21596862,76.37183146
Kanal Paalam,10.09705475,76.5206457
Reethalayam Palli,9.64989101,76.29993962
Maritime University Stop,9.928366761,76.28812532
Nedukuzhi Tazham,10.00211253,76.52475743
Kolenchery Private Bus Stand,9.98117956,76.47360373
Paniyeli,10.16751463,76.58127899
Police Station,10.06470642,76.62589909
Rvuhs Or Cherai School Bus Stop,10.12834107,76.19773445
Kundannoor Junction,9.938276763,76.31799879
Aikkarakudy Temple,10.18584488,76.53404848
New Era Hospital Pady,10.11864261,76.38160963
Cochin University Bus Stop,10.04175336,76.32826483
Anna Stop,10.03747647,76.4114686
Karauthala,10.14478759,76.19156257
Achanpadi Stop,9.841301272,76.48138088
Medical Trust Or Pallimukku,9.964912832,76.28684961
Statue Junction,9.944935332,76.34632806
Vanitha Hostel Junction,9.692267564,76.34608894
Veettoor School Padi,10.01630807,76.53106114
Aavoli,9.957491517,76.62359527
Pallypady,10.11515349,76.28356027
East Karuvelipady Bus Stop,9.940691191,76.26017775
Thekey Naluvazhi,10.14023183,76.22952923
Pallippuram Post Office,10.17295738,76.17657457
Ration Kada  Ottamassery,9.7032228,76.28928158
Bhandara Kavala,10.04348644,76.44860305
Padathikkara Stop,10.00025284,76.39376995
Kurinji,9.955802826,76.4341334
Piravom Road Railway Station Stop,9.829414947,76.45556064
St Lawrence School,9.903856677,76.29500116
Panikkarachan Temple,10.15373135,76.2436001
Good Shed,9.952796179,76.26842297
Colony Pady,10.13433991,76.44167231
Appolo Junction,9.862955174,76.51463903
Iac Quarters Or Labour,10.07144961,76.32445522
Jayakerala,10.04204646,76.28763558
Kannuttu Kalunku Or Chembayil,9.826997876,76.34266317
Munsiple,10.22363911,76.20011109
Nellad,10.01502953,76.524191
Sunday School Padi,9.965905095,76.46671196
Palarivattom Pipeline Bus Stop,10.00270949,76.31351464
Janahitha Beach,10.17020997,76.1679858
harimatom ambalam,9.988073457,76.39215522
Manorama Junction,9.691165217,76.33705994
Millumpady,10.16238311,76.35643172
Schoolpadi Or Athani,10.11943528,76.25587354
Erumalappady Canal,10.08245726,76.57348717
Post Office Edappally,10.01839376,76.30414475
Pallipetta,10.1871649,76.47875882
Kalady Private Stand,10.16685976,76.43691663
Pddp Jn,10.00907845,76.41676407
Puthoor Paalam,9.858680188,76.32485291
Nellad,10.01535454,76.52439825
Thaikkal School Or Thaikkal Junction,9.685372489,76.30233469
Janatha Junction Or Janatha Kaloor Bus Stop,10.001136,76.3011298
Signal Station,10.11807844,76.67692541
Suriyani Palli,9.929329835,76.26973981
Kundannoor Junction,9.936811145,76.3184912
Manattuparambu Bus Stop,10.05285148,76.21538831
Kurishu Palli Junction,9.876141794,76.48708236
Vaidyarupadi,10.14105494,76.24746228
Millumpady,10.16793988,76.33625999
Maavinchuvadu,9.972963769,76.60199563
Sndp,9.704049795,76.30827312
Canal,10.05743548,76.42202624
Eechamukku,10.00957634,76.34286164
Sn Junction,9.954204588,76.34389652
Bank Junction,10.18892362,76.38484129
Kattakkara Junction,9.990224663,76.2942061
Thazhathe Thottoor,9.849893492,76.46068598
Chalapparambu,9.758902381,76.40716045
Karinkkal Chira Or Palachodu,9.861576884,76.48968104
Bot Bridge Bus Stop,9.931541833,76.26787205
DD Tower or Bismi,9.98963907,76.29480964
Pazhamthottam,10.01720345,76.42824784
Mudakuzha Kavala,10.14401014,76.50932928
Tripunithura Stand,9.94321116,76.34482823
Pranavam,9.904997961,76.30638504
Aanichuvadu,9.82582575,76.62991428
Ethayi,10.51183475,76.05671494
Pally,10.21569572,76.36924516
Muttuchirakka Palam Or Kandakkapalli Palam,9.743287457,76.28724526
Kelamangalam,9.737575166,76.35269854
Maavinchuvadu,9.972958486,76.6019403
Pazheya Bank Junction,10.1641957,76.48767709
Vattathara,10.16106555,76.43274252
South Chellanam Post Office Or Society,9.794728403,76.27783552
Thaikkal Palli  Pallimukku,9.686017598,76.29585788
Theatre Pady,10.11258556,76.51340707
Colony Pady,9.800510127,76.3982924
Pattippara,10.08977392,76.43626685
Chennur Ambalam,10.06199396,76.26764031
Vaalakom,9.981029391,76.5204578
Marangad School,9.785725975,76.68097464
Chemmens Junction,9.93435753,76.25645084
Chanthappura,10.23341232,76.19467741
Divine Mercy Church Or Pailypeedika,10.25094646,76.42657123
Chammanadu Bus Stop,9.809239391,76.31385226
Karipuzha,10.10440607,76.3098756
Ezhakkaranad,9.920192186,76.46051655
St.Joseph Chapel,9.965293858,76.81251286
Keshavanpady,9.947162649,76.36638804
Parayatha Pady,10.17852379,76.44607998
Alapuram,9.824051456,76.54886807
Kunjattukara,10.06535929,76.38989094
Vettakkal Punchure Kada,9.733587743,76.28999272
Thekkum Moottil Padi,9.869714727,76.50089246
Gtn,10.0902346,76.38446472
Thalikkulam High School,10.44631195,76.09186302
Pallippadi Or Mekkad Pally,10.17584631,76.35645636
Mini Civil Station,10.14896306,76.23073919
Kudakuthi,9.947465398,76.44315893
Illithode,10.2018627,76.52993369
Kaipamangalam,10.34061258,76.13704678
SN Junction,9.949681162,76.33769433
Hmt Junction,10.05549167,76.32194836
Orthodos Pally,10.14413286,76.5462674
ambalathum kaavu,9.964173422,76.37190856
Velloor Vattam Stop,9.694650113,76.32879488
Kel Stop,9.948998765,76.38287977
Federal City Or Shapumpadi,10.21054237,76.3836172
Madam Junction,10.01998984,76.30050109
Aroor Temple Or Aroor Signal,9.867693222,76.3052781
Ambalam,9.782579824,76.34692532
Asheripady,10.06385995,76.39310751
Pattimattom,10.02469338,76.44995134
Vettukadavu,10.08752844,76.29598442
Civil Junction Or Ooramana,9.966462783,76.50536858
Mudakkuzhi Panchayath,10.13345511,76.52376994
Naalu Vazhi,9.996446402,76.22291391
Chalaka Med College,10.1552125,76.28245703
Perumbadappu Bus Stop,9.903671384,76.28620071
Pappu Kavala,9.923925812,76.52251653
Poothirikka,9.950576212,76.45506949
Kacherippady Cheranallur,10.05700793,76.28766514
Cheriyakadavu Palli Or Carma Hall,9.893953445,76.25900112
Pachalli Kallu Shap,9.714203865,76.33708304
Labour Junction,10.18183125,76.20466029
Canal,10.18602453,76.52428294
Ansal City,9.925990718,76.36498825
Mailickal,9.776327013,76.69048073
Alummavu Or Alinchodu,10.16187175,76.21433891
Vaduthala Valavu,10.01894497,76.27530916
Koya Bazar,10.59005511,76.03943959
Market Junction,9.945550528,76.35056019
Patham Mile Or Vadayampady,9.973924575,76.44742972
Shanthi Kavala,9.760984495,76.35327922
Ambalam kunnu junction,9.881668927,76.59467756
Valiyapallumthuruth,10.17013606,76.22972084
Pothanpady,10.15916601,76.47015486
Vattekkatu Ambalam,10.02297179,76.25537863
Asamannur,10.11441477,76.55717069
Chennurpalli,10.0592358,76.26657313
Thrikkalathoor Kavupadi,10.03477976,76.54602684
Dairy Pady,10.16111608,76.47306339
Aala Bus Stop,10.25116547,76.18643739
Thuruthippilly Pally,10.08649222,76.48004418
Aasherry Paalam,10.269886,76.41201883
Pottenchira,9.779946201,76.43501109
Kumbalam High School,9.897489152,76.30852334
Water Tank,9.90496594,76.33315228
Sringapuram,10.21893099,76.20166259
Panaka Palam,9.699735094,76.75915701
Manjapra Or Pullathan Kavla,10.21224598,76.45337693
calicut jn,9.871736983,76.59578532
Thoppumpady Ernakulam Bus Stop,9.935249957,76.26231415
Edavanakkad Palli Stop,10.0829456,76.20961043
Convent,10.0544721,76.3024863
Temple,9.889778084,76.32750442
Twenty Twenty,10.03926995,76.40491214
Aalinchuvadu,10.20191638,76.52653482
Anganavadi,10.12254387,76.23238437
Kadavanthara,9.97002656,76.30011967
Devasam Nada Junction,10.13996351,76.19412482
Panthakkal,10.25207599,76.38845662
Nilampathy,10.30887882,76.38073866
Janatha Junction,10.15670197,76.18735879
Pithurkunnam Bus Stop,9.7787225,76.39522856
Mundakamattom Junction,10.19680178,76.47688301
Valayanchirangara,10.06616642,76.4939649
Poosharippadi Bus Stop,10.13636842,76.23885664
Canal Pady,9.98833099,76.42362049
Balamuruga Temple,10.17092245,76.23669076
Pally Pady,10.05046057,76.49078096
Arookutty Panjayath,9.864600848,76.32397631
Kodampilly,10.16205433,76.55039245
Kadappara,10.19904402,76.50392247
Chandrapinni,10.35625224,76.12801725
Desom Kunnumpuram,10.13018692,76.34544311
Athani,10.02086311,76.35280678
Valanjambalam,9.730162586,76.41425897
Paadam,10.09003969,76.52119904
Chandrapinni,10.3553588,76.12840845
Paravur Market Bus Stop,10.15108784,76.22037585
Panchayath,10.15278598,76.48231014
Vayanashala,10.03117104,76.46090362
West Karuvelipady,9.939408083,76.25551684
Kannanchery Mulam,10.14821085,76.52433213
Keerimukku,10.22930174,76.3708781
Belbo Junction Or Seaport,9.992177864,76.23835558
Chullampady,10.02032424,76.4081454
Society Padi,9.977211892,76.47188692
Karukappalli Jun Bus Stop,10.00687255,76.29453262
Bharath Matha College,10.03039868,76.33610222
Nanthiattukunnam,10.12359313,76.23144178
Palamkadavu,9.792535693,76.44375015
Puthenkulangara Shiva Temple,9.983292029,76.3306623
Chellapram,9.991090499,76.23472104
Pottayil Bus Stop,9.962376226,76.34148681
South Piramadom Or Prathyasha Junction,9.920631578,76.54381292
Company Pady,10.13825652,76.50808749
Kadavaalthuruth Or Vaaniyakkadu Junction,10.13499844,76.24787009
Manjali,10.15335402,76.27005279
Kollampady,9.990332782,76.42090194
Pallipady,10.16205065,76.24219652
Mangalathunada Or Mangalathu Kalvala,10.01671453,76.50299878
India Post,9.812792767,76.35213736
Society Padi,9.97712901,76.47183294
Boc Stop Or Nehru Park Stop,9.98970033,76.57861724
Vallakom,9.766962034,76.41553012
Karingamturuth Junction,10.10863118,76.27883955
Edakunnu Palli,10.25696217,76.40392595
Nellad,10.01523681,76.52429565
Mes College,10.11225383,76.41374931
Kurishu Palli Junction,9.876573892,76.48770431
Kottuvally Or Sree Narayana Temple,10.09431966,76.25378579
Ramavarma,9.71820783,76.33749049
Madathekkavu ambalam,9.922375234,76.50413496
Akashavani Junction,10.01291823,76.34173787
Manakkadavu,10.03064577,76.37778402
Varyarupady,10.12525622,76.5304911
Paruthichuvadu Bridge Or Paruthichuvadu Palam,10.15323152,76.42656834
Thrikathra,9.985305472,76.35206118
Premier Ground Or Premier,10.06042679,76.32272501
Kappattikkavu,9.981670543,76.33219036
Kadhalikkadu,9.923941279,76.67370184
Toll,9.797079573,76.39908186
Mar Augan School,10.18251405,76.5179866
Thayyil,9.594047745,76.30439557
Chirakkarappadi Or Aramanappadi,9.984439953,76.50298355
Pally Pady Or Kanjirakkad,10.13043362,76.47069213
Pallipadi,9.999904151,76.52523871
Chavelipadam,10.05640386,76.51092524
Marakkar Road,10.11645391,76.48602423
Allapra,10.09701328,76.47445856
Marble Kavala Or Marble Junction,10.09205612,76.46963761
Muriyanthodu,10.38468514,76.12023241
Ambalam Or Pharmacy,10.06575598,76.30031304
Mes College,10.11223073,76.41379692
Thoshiba,10.05182712,76.33402116
Karmelkunnu Palli,9.913451664,76.42661617
Bakery Junction Or Koottukadu Junction,10.1781178,76.22311348
Mundakamattom Junction,10.19691546,76.47649098
Kurishupally,10.02209458,76.50692752
Valiyakulam,9.905544665,76.36743206
Badani Ashramam,10.07863245,76.35763424
Panamkuzhi,10.18223103,76.55409852
H H A Stop,9.9507625,76.26843141
Changampuzha Park,10.01485866,76.30210273
Eruveli Junction,9.920258843,76.38971562
Poickattussery Or Compnypady,10.16800118,76.34016896
Valappil Paalam,9.846237365,76.48730524
Kolamkudi,10.02201255,76.46511735
Neendakara,9.821213087,76.2896295
Ravipuram,9.95625683,76.28307148
Palapetty North,10.36875842,76.12489756
Chengara Or Pddp Pady,10.03613427,76.46069012
Millumpady,10.10724996,76.53617605
Pala Old Pvt Stand,9.712390706,76.68462143
Mary Giri,9.703160163,76.72031822
Chungampaara,9.889885359,76.46553562
Kunnappilly Kunjambalam,10.29585701,76.39714208
Thrikkakara,10.03698482,76.36469002
Illikkal Junction,9.882956018,76.28690158
Udayamperoor,9.896340756,76.36992528
Saudi School,9.935076168,76.24599392
Kumaranasan Bus Stop,9.978039505,76.29654938
Convent,10.16576329,76.24851504
Karimukal Market Junction,9.989841604,76.40117521
Palamkadavu,9.79250761,76.44371863
Irumpanam Or Puthiya Road,9.963922384,76.35216872
Chembarakky,10.08825359,76.4262041
Mavinchuvadu Or Orani Mukku,10.14986357,76.25871997
Ambalappady,10.01183052,76.40191743
Millumpady,10.02105212,76.42897219
Karotta Valakom,9.977979153,76.52628016
Mararikulam Beach Junction,9.601864739,76.30274683
Convent Junction Or Market Road,9.975561128,76.28043631
Eroor Water Tank Or Azad Junction,9.957745705,76.34344602
Paambakuda Private Stand,9.92011842,76.52127597
Kizhakkekotta Or East Fort Bus Stop Or Pazhaya,9.942008378,76.35015769
Kelamangalam,9.737601515,76.35268345
Madaykkal Junction,9.687683318,76.31793504
kizhakekotta,9.944531743,76.34982862
Sn Bus Stop,10.04158694,76.53079654
Kadathututh,10.18790598,76.20868245
Rayamagalam,10.09205872,76.52102129
Valley Padi Stop,9.90084217,76.48649378
Aimuri Junction,10.1498457,76.47937576
Cheriya Kadavu Shap,9.898961042,76.25783685
Siena College,9.913276944,76.28985928
Convent  School,9.710632015,76.28806496
Palli,9.996273818,76.34163389
Thevadi Paalam,9.794096312,76.39184819
Vaidyarupadi,10.14115758,76.24747099
Colombo Junction,9.973843537,76.28096716
Sargam,10.06212766,76.26974216
Vettikavu,9.977105764,76.3537728
Valayanchirangara,10.06627668,76.49386063
Puzhakkaredath,10.15747994,76.19608414
Vytila West Power House,9.967415679,76.31816112
Padath Junction,9.938857857,76.42846765
Kombanadu,10.16564415,76.55067102
Reshankada,10.16479869,76.46299465
Edathrakkavu,10.30819427,76.38910319
Pallinada Bus Stop,9.992957776,76.30853152
Appanchira,9.774316164,76.47583005
Matha Madhurya Bus Stop Or Pump Junction,10.1074935,76.36037019
Chakkuketti Kavala,10.18619454,76.49691986
Ambadimoola Bus Stop,10.02157972,76.33766579
Vellakkattel Padi,9.87195998,76.56849304
Puliyamballil Temple,10.07697364,76.22074972
Canal Palam,10.12084207,76.5259174
Aalumpadi,9.982284343,76.55809953
Gonduparambu,9.816112849,76.2748886
Koya Bazar Bus Stop,9.893219367,76.28467357
Comapanypeedika Bus Stop,10.00073602,76.23482454
Ration Kada Kavala,10.10285398,76.38404357
Elamkunnapuzha,10.03067327,76.22197987
Muringedath Paara,10.23353303,76.44985929
Mambra Kadav,10.23146155,76.32920628
Ambala Padi,9.936544677,76.42211674
Nirmala College 2,10.30629448,76.39010449
Mannar Junction,9.777855638,76.46670133
Kuttamasserry,10.11911006,76.39141529
Thekkum Mala,9.929110512,76.6679396
Mahilayam,10.11618702,76.37808686
Vazhakkala Bus Stop,10.00419409,76.32742252
Varapuzha Chettibhagham Bus Stand,10.07511515,76.27141168
Konoor Old Ration Kada,10.27149649,76.36217065
Varyarupady,10.12524368,76.53052731
Bankum Padi,9.869657804,76.57247665
Dispensary,10.15421035,76.18837717
Ambalappady,10.04916052,76.42499901
Bund Road,9.673939195,76.42164017
Thrikkalathoor Pallithazham,10.02922118,76.5493149
Meempara Post Office,9.956941706,76.44472802
Kaanjiramattam Millungal Junction,9.853906262,76.40208632
Parappuram,10.13333499,76.44619848
Isro,10.09012336,76.39263583
Nss College Kavala Bus Stop,9.724945029,76.36073998
Rvuhs Or Cherai School Bus Stop,10.12834569,76.19775289
Asramam Junction,9.982614824,76.44236463
Karukulam Junction,10.06780815,76.42999076
Kaarunya,9.716809724,76.2877561
Kmea Street Bus Stop,10.05239806,76.38229645
Kurumaseri Junction,10.17867519,76.33026192
Manjoor,9.728978923,76.51928002
Edampadam Palli,10.06893611,76.27988409
Adichily Pokkam,10.28796414,76.41215073
Moozhikkulam,10.18809505,76.32824182
Kathrikkadavu Jun,9.984101287,76.29752508
Thommankuth Kavala,9.958747834,76.81899041
Valiyapadam,9.889456088,76.56266694
Padma Junction,9.981913733,76.28275962
Pallikavala,10.04853191,76.29092737
Nirmala Giri Padi,9.930346193,76.4905083
Chettuva,10.52947337,76.04722253
Mavinchod,10.1237658,76.51390593
Chunangamvely,10.08696768,76.3831331
Malikapparambu,9.798029285,76.2782576
Mulayam Padam,9.896379503,76.45396967
Saritha Theatre Bus Stop,9.984912263,76.27650084
Angamaly Ksrtc Stand,10.19470301,76.38613797
Valakkada Kavu,10.0915584,76.47542953
Colony Pady,10.13432374,76.44165488
Alapady,10.17827662,76.32458623
Aaru Muri,9.958021319,76.26904184
Kaimari,9.792440119,76.59497612
Ullala,9.708076882,76.41848289
Government school,10.13600119,76.40720807
Mundakamattom Junction,10.19683313,76.47674454
Palli,10.10147336,76.23229159
Mankayi Kavala,9.910807016,76.36497388
Companypady,10.18456219,76.46707851
Kanjoor Junction,10.1450762,76.42589359
St Theresas College Bus Stop,9.975825867,76.27837473
Koodalappad Pally,10.16113164,76.47499542
Poothota Paalam,9.840980383,76.38863387
Vallakuriz,9.894108325,76.38397315
Samudra Beach Resort Stop,10.17612149,76.16634606
Bolgatty Bus Stop,9.991128727,76.2648316
